City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Arani,IN,2021-08-02 17:18:25,12.6667,79.2833,84.02,57,94,7.23
294,Edson,CA,2021-08-02 17:15:17,53.5835,-116.4356,66.34,94,75,2.3
295,Ardesen,TR,2021-08-02 17:18:25,41.1911,40.9875,80.56,82,51,1.74
296,Oshnaviyeh,IR,2021-08-02 17:18:25,37.0397,45.0983,71.85,57,97,2.19
297,Los Llanos De Aridane,ES,2021-08-02 17:18:26,28.6585,-17.9182,73.15,78,20,12.66
298,Banda Aceh,ID,2021-08-02 17:18:26,5.5577,95.3222,80.19,78,95,12.15
299,Niteroi,BR,2021-08-02 17:13:35,-22.8833,-43.1036,73.06,57,0,12.66
300,Dali,CN,2021-08-02 17:18:26,25.7,100.1833,64.17,84,20,2.08
301,Timizart,DZ,2021-08-02 17:18:27,36.8,4.2667,79.39,65,75,11.65
302,Mercedes,AR,2021-08-02 17:18:27,-34.6515,-59.4307,63.86,43,0,7.49
303,Ayr,GB,2021-08-02 17:18:27,55.4627,-4.6339,69.57,63,20,11.5
304,Siguiri,GN,2021-08-02 17:18:28,11.6667,-9.5,80.44,82,82,4.52
305,Rio Grande,BR,2021-08-02 17:13:37,-32.035,-52.0986,59.11,77,5,7.65
306,Farmington,US,2021-08-02 17:15:32,36.7281,-108.2187,76.77,63,1,8.05
307,Srednekolymsk,RU,2021-08-02 17:18:28,67.45,153.6833,37.17,85,70,6.29
308,Sehwan,PK,2021-08-02 17:18:28,26.4279,67.863,91.22,47,4,11.54
309,Manacapuru,BR,2021-08-02 17:18:05,-3.2997,-60.6206,75.78,45,66,1.5
310,Ketchikan,US,2021-08-02 17:17:05,55.3422,-131.6461,61.27,77,90,5.75
311,Chara,RU,2021-08-02 17:17:17,56.9064,118.2631,52.86,78,93,2.59
312,Russell,US,2021-08-02 17:15:17,32.3502,-85.1999,87.51,67,75,3.44
313,Flin Flon,CA,2021-08-02 17:18:29,54.7682,-101.865,78.64,50,90,4.61
314,Achacachi,BO,2021-08-02 17:18:29,-16.05,-68.6833,47.16,56,43,7.43
315,Dudinka,RU,2021-08-02 17:15:21,69.4058,86.1778,63.99,63,87,7.96
316,Vyshneve,UA,2021-08-02 17:18:30,50.3891,30.3705,79.11,58,0,11.18
317,Castro,BR,2021-08-02 17:18:30,-24.7911,-50.0119,65.48,51,9,3.49
318,Kaitangata,NZ,2021-08-02 17:15:08,-46.2817,169.8464,47.93,67,100,12.55
319,Pacific Grove,US,2021-08-02 17:18:30,36.6177,-121.9166,72.16,81,90,5.01
320,Los Reyes,MX,2021-08-02 17:18:31,19.35,-98.9667,70.92,56,75,4.61
321,Codrington,AU,2021-08-02 17:15:55,-38.2667,141.9667,45.27,94,100,10.29
322,Bucerias,MX,2021-08-02 17:18:31,20.75,-105.3333,88.99,74,75,5.75
323,Bethel,US,2021-08-02 17:18:31,41.3712,-73.414,78.21,64,20,10.36
324,Kiunga,PG,2021-08-02 17:18:32,-6.1219,141.2906,70.79,97,96,2.37
325,Pitimbu,BR,2021-08-02 17:18:32,-7.4706,-34.8086,79.39,77,41,17.67
326,Kargasok,RU,2021-08-02 17:17:02,59.0556,80.8572,51.53,91,100,1.81
327,Sayyan,YE,2021-08-02 17:18:32,15.1718,44.3244,61.48,69,100,7.92
328,Amazar,RU,2021-08-02 17:18:33,53.858,120.875,53.94,96,61,2.82
329,Samana,DO,2021-08-02 17:15:13,19.2056,-69.3369,84.42,84,40,6.91
330,Avera,US,2021-08-02 17:16:07,33.194,-82.5271,92.71,43,84,3.33
331,Tilichiki,RU,2021-08-02 17:18:33,60.4667,166.1,41.94,66,84,15.68
332,Tessalit,ML,2021-08-02 17:18:33,20.1986,1.0114,78.08,55,68,32.46
333,Gornopravdinsk,RU,2021-08-02 17:18:34,60.05,69.9,58.05,95,48,4.09
334,Krathum Baen,TH,2021-08-02 17:17:02,13.6533,100.2597,86.99,86,100,9.69
335,Hay River,CA,2021-08-02 17:15:17,60.8156,-115.7999,75.29,46,0,4.47
336,Sabancuy,MX,2021-08-02 17:18:34,18.9667,-91.1833,90.18,54,95,3.71
337,Rio Gallegos,AR,2021-08-02 17:18:35,-51.6226,-69.2181,51.85,30,0,20.71
338,Jiaonan,CN,2021-08-02 17:18:35,35.8786,119.9753,77.02,88,0,3.31
339,Puerto Maldonado,PE,2021-08-02 17:18:35,-12.6,-69.1833,82.8,36,0,8.05
340,Burns Lake,CA,2021-08-02 17:18:35,54.2331,-125.7533,71.02,61,14,2.46
341,Ciechanow,PL,2021-08-02 17:18:36,52.8814,20.62,70.86,54,100,15.37
342,Bogande,BF,2021-08-02 17:18:36,12.9714,-0.1436,92.98,39,96,7.94
343,Cap Malheureux,MU,2021-08-02 17:18:36,-19.9842,57.6142,66.47,66,0,4.0
344,Botou,CN,2021-08-02 17:18:37,38.0667,116.5667,72.41,79,24,4.23
345,Coahuayana,MX,2021-08-02 17:18:37,18.7333,-103.6833,89.08,59,12,3.4
346,Shache,CN,2021-08-02 17:18:37,38.4167,77.2406,66.9,48,78,2.93
347,Simao,CN,2021-08-02 17:18:38,22.7886,100.9748,65.34,98,86,1.19
348,Barhiya,IN,2021-08-02 17:18:38,25.2833,86.0333,84.47,79,99,2.21
349,Westport,US,2021-08-02 17:17:25,41.1415,-73.3579,80.1,59,75,3.0
350,Yuryev-Polskiy,RU,2021-08-02 17:18:38,56.5,39.6833,77.47,59,70,9.93
351,San Quintin,MX,2021-08-02 17:18:39,30.4833,-115.95,78.1,59,10,11.01
352,Jvari,GE,2021-08-02 17:18:39,42.7169,42.052,73.65,93,44,1.86
353,Valparaiso,CL,2021-08-02 17:18:39,-33.0393,-71.6273,59.92,71,75,6.91
354,Novyy Urengoy,RU,2021-08-02 17:18:40,66.0833,76.6333,63.36,66,98,7.09
355,Berlevag,NO,2021-08-02 17:18:40,70.8578,29.0864,53.6,73,32,4.36
356,Mayor Pablo Lagerenza,PY,2021-08-02 17:18:40,-19.9309,-60.7718,81.16,19,29,6.49
357,Sistranda,NO,2021-08-02 17:18:40,63.7256,8.834,55.36,67,44,8.28
358,Hailar,CN,2021-08-02 17:18:41,49.2,119.7,59.14,82,2,8.3
359,Karawang,ID,2021-08-02 17:18:41,-6.3042,107.3079,81.52,88,46,3.96
360,Isangel,VU,2021-08-02 17:18:41,-19.55,169.2667,67.98,65,15,12.97
361,Ostersund,SE,2021-08-02 17:18:42,63.1792,14.6357,56.61,58,20,8.05
362,Carlsbad,US,2021-08-02 17:17:11,33.1581,-117.3506,99.84,59,1,3.0
363,Amahai,ID,2021-08-02 17:18:42,-3.3333,128.9167,78.15,87,22,2.3
364,Auki,SB,2021-08-02 17:15:59,-8.7676,160.7034,74.16,88,42,6.02
365,Sao Domingos Do Maranhao,BR,2021-08-02 17:18:43,-5.5758,-44.3853,95.25,17,11,7.47
366,Escanaba,US,2021-08-02 17:17:51,45.7453,-87.0646,77.67,62,20,3.44
367,Saint-Joseph,RE,2021-08-02 17:15:32,-21.3667,55.6167,65.21,76,28,3.4
368,Tres Picos,MX,2021-08-02 17:18:43,15.8667,-93.5333,89.22,57,45,3.83
369,Ilinskiy,RU,2021-08-02 17:18:43,55.619,38.1182,82.98,61,0,6.71
370,Phalodi,IN,2021-08-02 17:18:44,27.1333,72.3667,91.04,53,81,18.9
371,Lompoc,US,2021-08-02 17:15:39,34.6391,-120.4579,76.93,72,1,9.22
372,Honiara,SB,2021-08-02 17:18:44,-9.4333,159.95,74.98,88,33,5.14
373,Nancha,CN,2021-08-02 17:18:44,47.1333,129.2667,69.51,97,61,2.26
374,Tailai,CN,2021-08-02 17:18:45,46.3833,123.4,64.31,90,100,9.28
375,Milkovo,RU,2021-08-02 17:18:45,54.7167,158.6167,45.97,95,100,4.05
376,Kishapu,TZ,2021-08-02 17:18:45,-3.6167,33.8667,77.13,32,76,4.56
377,Bria,CF,2021-08-02 17:16:49,6.5423,21.9863,71.22,93,65,3.44
378,Salalah,OM,2021-08-02 17:15:18,17.0151,54.0924,77.09,100,90,2.3
379,Rawson,AR,2021-08-02 17:18:46,-43.3002,-65.1023,66.16,25,54,6.64
380,Samarai,PG,2021-08-02 17:15:10,-10.6167,150.6667,77.85,80,53,8.75
381,Ahuimanu,US,2021-08-02 17:16:46,21.4447,-157.8378,76.86,71,40,12.66
382,Boda,CF,2021-08-02 17:18:46,4.3189,17.4695,71.71,92,60,2.98
383,Mayo,US,2021-08-02 17:15:33,38.8876,-76.5119,80.67,61,75,3.0
384,Zabaykalsk,RU,2021-08-02 17:18:47,49.6333,117.3167,61.07,67,67,5.39
385,Conceicao Da Barra,BR,2021-08-02 17:18:47,-18.5933,-39.7322,74.55,52,100,8.63
386,Frankfurt,DE,2021-08-02 17:16:52,50.1167,8.6833,71.15,71,20,4.61
387,Souillac,MU,2021-08-02 17:18:48,-20.5167,57.5167,66.36,82,20,8.05
388,Beloomut,RU,2021-08-02 17:18:48,54.9448,39.3394,73.0,66,76,7.58
389,Teguise,ES,2021-08-02 17:18:48,29.0605,-13.564,75.42,61,20,21.85
390,Harper,LR,2021-08-02 17:18:48,4.375,-7.7169,80.04,68,59,8.28
391,Nome,US,2021-08-02 17:18:49,64.5011,-165.4064,56.16,94,90,12.66
392,Kutum,SD,2021-08-02 17:18:49,14.2,24.6667,86.38,30,25,8.55
393,High Level,CA,2021-08-02 17:18:49,58.5169,-117.136,75.31,69,40,2.3
394,Powell River,CA,2021-08-02 17:18:50,49.8496,-124.5361,76.05,73,20,6.91
395,Oranjemund,NA,2021-08-02 17:18:50,-28.55,16.4333,61.48,58,0,3.65
396,Winnipeg,CA,2021-08-02 17:18:10,49.8844,-97.147,84.09,46,40,1.14
397,Greymouth,NZ,2021-08-02 17:18:50,-42.4667,171.2,47.5,89,100,9.04
398,Zhangye,CN,2021-08-02 17:18:51,38.9342,100.4517,66.92,63,96,6.69
399,Fairbanks,US,2021-08-02 17:18:42,64.8378,-147.7164,71.82,70,1,0.0
400,Inhambane,MZ,2021-08-02 17:15:15,-23.865,35.3833,67.26,72,5,10.2
401,Arlit,NE,2021-08-02 17:18:51,18.7369,7.3853,87.57,44,40,18.1
402,Sechura,PE,2021-08-02 17:18:51,-5.5569,-80.8222,76.6,56,4,9.26
403,Formosa Do Rio Preto,BR,2021-08-02 17:18:52,-11.0483,-45.1931,87.28,24,10,8.52
404,Flinders,AU,2021-08-02 17:18:52,-34.5833,150.8552,58.37,83,91,1.99
405,Maniitsoq,GL,2021-08-02 17:18:52,65.4167,-52.9,48.2,86,100,8.12
406,Novo Aripuana,BR,2021-08-02 17:18:53,-5.1206,-60.3797,96.39,28,42,4.38
407,Shamkhal,RU,2021-08-02 17:18:53,43.0596,47.3373,77.02,42,79,8.79
408,Awbari,LY,2021-08-02 17:18:53,26.5921,12.7805,101.7,6,0,8.3
409,Mareeba,AU,2021-08-02 17:15:26,-17.0,145.4333,59.72,93,34,2.04
410,Sabang,ID,2021-08-02 17:14:53,5.8933,95.3214,83.16,76,83,19.82
411,Valdivia,CL,2021-08-02 17:16:20,-39.8142,-73.2459,44.69,61,54,2.55
412,Polunochnoye,RU,2021-08-02 17:18:54,60.8697,60.4153,58.98,88,64,2.98
413,Denpasar,ID,2021-08-02 17:13:55,-8.65,115.2167,78.46,94,40,16.11
414,Lazaro Cardenas,MX,2021-08-02 17:18:54,17.9583,-102.2,86.5,68,23,1.39
415,Krasnoselkup,RU,2021-08-02 17:18:54,65.7,82.4667,63.91,70,59,8.95
416,Yashkul,RU,2021-08-02 17:18:55,46.1711,45.3435,93.51,16,3,15.79
417,Athlone,IE,2021-08-02 17:18:55,53.4333,-7.95,60.78,93,100,3.74
418,Petropavl,KZ,2021-08-02 17:18:56,54.8753,69.1628,66.09,62,71,6.49
419,Ati,TD,2021-08-02 17:18:56,13.2154,18.3353,87.46,53,48,10.16
420,Omsukchan,RU,2021-08-02 17:18:56,62.5333,155.8,31.3,97,99,5.39
421,Egvekinot,RU,2021-08-02 17:18:56,66.3167,-179.1667,32.07,83,100,19.77
422,Nemuro,JP,2021-08-02 17:18:57,43.3236,145.575,67.48,99,100,3.51
423,Tabuk,PH,2021-08-02 17:18:57,17.4189,121.4443,77.41,81,100,2.84
424,Solnechnyy,RU,2021-08-02 17:17:07,50.7214,136.6319,62.15,91,86,6.2
425,San Cristobal,VE,2021-08-02 17:18:57,7.7669,-72.225,78.98,70,100,7.74
426,Divnomorskoye,RU,2021-08-02 17:18:58,44.5011,38.1353,77.76,79,0,5.26
427,Eureka,US,2021-08-02 17:15:13,40.8021,-124.1637,56.01,78,94,3.83
428,Mhlume,SZ,2021-08-02 17:18:58,-26.0333,31.85,68.86,74,0,10.51
429,Cacapava Do Sul,BR,2021-08-02 17:18:58,-30.5122,-53.4914,58.15,53,0,3.8
430,Yuanping,CN,2021-08-02 17:18:59,38.7153,112.7575,66.07,91,87,1.16
431,Wangqing,CN,2021-08-02 17:18:59,43.3218,129.7634,70.99,98,100,4.07
432,Aracaju,BR,2021-08-02 17:18:59,-10.9111,-37.0717,80.55,65,40,13.8
433,Nanchital,MX,2021-08-02 17:19:00,18.0667,-94.4,87.82,79,40,13.8
434,Dargaville,NZ,2021-08-02 17:19:00,-35.9333,173.8833,52.61,76,14,22.48
435,Saurimo,AO,2021-08-02 17:19:00,-9.6608,20.3916,73.24,24,35,2.64
436,College,US,2021-08-02 17:19:01,64.8569,-147.8028,71.8,70,20,0.0
437,Olinda,BR,2021-08-02 17:19:01,-8.0089,-34.8553,78.53,78,40,11.5
438,Yerbogachen,RU,2021-08-02 17:19:01,61.2767,108.0108,63.21,63,100,4.05
439,Tual,ID,2021-08-02 17:19:02,-5.6667,132.75,81.12,75,96,19.39
440,Kyshtovka,RU,2021-08-02 17:19:02,56.555,76.6271,60.26,92,2,7.02
441,Sawakin,SD,2021-08-02 17:19:02,19.1059,37.3321,100.33,34,22,21.47
442,Yeppoon,AU,2021-08-02 17:19:02,-23.1333,150.7333,55.18,90,2,5.93
443,Maun,BW,2021-08-02 17:19:03,-19.9833,23.4167,66.16,25,0,6.06
444,Saint-Georges,GD,2021-08-02 17:19:03,12.0564,-61.7485,85.68,74,20,13.8
445,Ossora,RU,2021-08-02 17:17:27,59.2353,163.0719,45.63,80,43,10.8
446,Darhan,MN,2021-08-02 17:19:03,49.4867,105.9228,59.67,90,73,8.59
447,Tooele,US,2021-08-02 17:19:04,40.5308,-112.2983,72.68,83,75,0.0
448,Marawi,PH,2021-08-02 17:19:04,7.9986,124.2928,70.65,89,100,4.76
449,Ancud,CL,2021-08-02 17:17:04,-41.8697,-73.8203,53.13,89,96,6.4
450,Porto Novo,BJ,2021-08-02 17:14:24,6.4965,2.6036,80.51,75,99,8.52
451,Pangai,TO,2021-08-02 17:19:05,-19.8,-174.35,71.71,64,20,8.05
452,Verkhoyansk,RU,2021-08-02 17:19:05,67.5447,133.385,54.66,54,0,3.62
453,Monrovia,LR,2021-08-02 17:18:59,6.3005,-10.7969,83.97,66,71,8.43
454,La Ronge,CA,2021-08-02 17:19:05,55.1001,-105.2842,84.42,36,40,1.14
455,Toora-Khem,RU,2021-08-02 17:19:05,52.4675,96.11,50.65,81,66,1.72
456,Salisbury,GB,2021-08-02 17:19:06,51.0693,-1.7957,64.62,80,75,5.75
457,Coihaique,CL,2021-08-02 17:19:06,-45.5752,-72.0662,52.41,93,75,0.0
458,Ayan,RU,2021-08-02 17:15:45,56.45,138.1667,53.69,90,100,10.02
459,Girona,ES,2021-08-02 17:19:06,41.9831,2.8249,79.54,72,75,1.99
460,Aosta,IT,2021-08-02 17:19:07,45.7667,7.4167,62.46,52,75,16.11
461,Bafra,TR,2021-08-02 17:19:07,41.5678,35.9069,76.78,73,0,2.13
462,Ilhabela,BR,2021-08-02 17:19:07,-23.7781,-45.3581,68.09,73,17,3.91
463,Sumbe,AO,2021-08-02 17:19:08,-11.2061,13.8437,73.83,77,7,6.76
464,Rodeo,US,2021-08-02 17:19:08,38.033,-122.2669,74.25,69,1,7.0
465,Ballina,AU,2021-08-02 17:19:08,-28.8667,153.5667,62.78,90,100,8.97
466,Iguape,BR,2021-08-02 17:19:09,-24.7081,-47.5553,66.36,76,28,6.17
467,Iberia,US,2021-08-02 17:19:09,29.9502,-91.7507,89.67,74,20,12.66
468,Santa Isabel,BR,2021-08-02 17:19:09,-23.3156,-46.2214,72.37,40,6,3.02
469,Sadska,CZ,2021-08-02 17:19:10,50.136,14.9863,69.49,65,50,6.38
470,Qingdao,CN,2021-08-02 17:19:10,36.0986,120.3719,76.6,88,3,2.24
471,Corn Island,NI,2021-08-02 17:19:10,12.1694,-83.0418,81.9,81,97,17.18
472,Pauini,BR,2021-08-02 17:19:10,-7.7136,-66.9764,93.54,21,5,5.82
473,Coteana,RO,2021-08-02 17:19:11,44.3,24.4667,91.67,20,10,13.96
474,Lasa,IT,2021-08-02 17:15:35,46.6166,10.7002,65.03,78,80,1.88
475,Abadan,IR,2021-08-02 17:19:11,30.3392,48.3043,103.95,17,0,4.61
476,Winnemucca,US,2021-08-02 17:19:12,40.973,-117.7357,78.85,41,1,5.75
477,Namatanai,PG,2021-08-02 17:19:12,-3.6667,152.4333,78.22,84,16,7.05
478,Mehamn,NO,2021-08-02 17:15:35,71.0357,27.8492,53.55,66,20,4.61
479,Anchorage,US,2021-08-02 17:14:38,61.2181,-149.9003,65.28,79,1,1.01
480,Kumluca,TR,2021-08-02 17:15:04,36.3703,30.2869,92.19,33,0,6.91
481,Jalu,LY,2021-08-02 17:19:13,29.0331,21.5482,102.16,8,4,9.69
482,Springfield,US,2021-08-02 17:17:01,37.2153,-93.2982,83.05,65,1,4.0
483,Faya,SA,2021-08-02 17:15:13,18.3851,42.4509,70.32,66,100,4.97
484,Kudahuvadhoo,MV,2021-08-02 17:19:13,2.6708,72.8944,81.52,73,100,3.76
485,Mgandu,TZ,2021-08-02 17:19:13,-5.95,34.1333,71.33,35,44,7.58
486,Tyumentsevo,RU,2021-08-02 17:19:14,53.3224,81.498,61.99,85,54,4.43
487,Puerto Madryn,AR,2021-08-02 17:19:14,-42.7692,-65.0385,64.56,28,9,7.27
488,Roald,NO,2021-08-02 17:19:14,62.5833,6.1333,59.92,58,20,14.97
489,Noshiro,JP,2021-08-02 17:19:15,40.2039,140.0242,76.33,84,65,3.62
490,Port Hardy,CA,2021-08-02 17:19:15,50.6996,-127.4199,59.18,88,90,2.3
491,Hasaki,JP,2021-08-02 17:19:15,35.7333,140.8333,79.09,92,99,10.6
492,Muli,MV,2021-08-02 17:19:15,2.9167,73.5667,81.5,73,100,3.89
493,Banjar,ID,2021-08-02 17:19:16,-8.19,114.9675,78.66,91,65,5.99
494,Adrar,MR,2021-08-02 17:16:32,20.5022,-10.0711,100.81,23,15,10.47
495,Talnakh,RU,2021-08-02 17:15:38,69.4865,88.3972,66.18,54,96,3.76
496,Mount Isa,AU,2021-08-02 17:19:16,-20.7333,139.5,71.37,46,90,17.27
497,Vanderhoof,CA,2021-08-02 17:19:17,54.0166,-124.0198,74.14,58,22,1.9
498,Lago Da Pedra,BR,2021-08-02 17:19:17,-4.3333,-45.1667,95.27,23,76,5.55
499,Buriti Bravo,BR,2021-08-02 17:19:17,-5.8372,-43.8336,94.3,18,8,7.72
500,San Andres,CO,2021-08-02 17:19:17,12.5847,-81.7006,87.82,74,75,12.66
501,Okha,RU,2021-08-02 17:19:18,53.5739,142.9478,55.0,85,100,12.44
502,Parnarama,BR,2021-08-02 17:19:18,-5.6817,-43.0933,95.36,19,16,7.11
503,Neiafu,TO,2021-08-02 17:19:19,-18.65,-173.9833,66.88,94,20,0.0
504,Keflavik,IS,2021-08-02 17:19:19,64.0049,-22.5624,55.53,82,75,6.91
505,Santa Rosa,PH,2021-08-02 17:19:19,14.3122,121.1114,82.9,84,100,15.7
506,Poso,ID,2021-08-02 17:19:19,-1.3959,120.7524,76.69,87,50,4.99
507,Kahului,US,2021-08-02 17:14:50,20.8947,-156.47,77.85,83,40,12.66
508,Pryazha,RU,2021-08-02 17:19:20,61.6926,33.6216,63.63,92,100,3.49
509,Tres Palos,MX,2021-08-02 17:19:20,18.1833,-101.6167,86.61,63,27,3.09
510,Fort Dodge,US,2021-08-02 17:19:10,42.4975,-94.168,76.42,46,40,5.75
511,Uglovskoye,RU,2021-08-02 17:19:20,51.3557,80.1942,76.01,45,60,8.19
512,Esperance,AU,2021-08-02 17:19:21,-33.8667,121.9,53.91,77,93,9.24
513,Touros,BR,2021-08-02 17:19:21,-5.1989,-35.4608,79.7,63,47,21.32
514,Foam Lake,CA,2021-08-02 17:15:17,51.65,-103.5343,84.22,21,91,4.88
515,Helena,US,2021-08-02 17:19:21,46.5927,-112.0361,84.25,52,1,8.99
516,Sahuaripa,MX,2021-08-02 17:19:22,29.05,-109.2333,86.7,52,12,3.24
517,Lakes Entrance,AU,2021-08-02 17:19:22,-37.8811,147.981,41.18,64,89,4.81
518,Krasnoye,UA,2021-08-02 17:19:23,49.9145,24.6134,69.15,81,72,6.55
519,Tirano,IT,2021-08-02 17:19:23,46.2154,10.1679,74.71,85,26,3.49
520,Shizunai,JP,2021-08-02 17:19:23,42.3339,142.3669,72.43,94,40,7.78
521,Arkhipo-Osipovka,RU,2021-08-02 17:19:24,44.37,38.52,78.26,82,1,7.49
522,Qostanay,KZ,2021-08-02 17:19:24,53.1667,63.5833,70.9,56,29,6.96
523,Iralaya,HN,2021-08-02 17:19:24,15.0,-83.2333,86.09,83,63,14.58
524,Mbuyapey,PY,2021-08-02 17:19:24,-26.2,-56.75,71.74,32,0,4.07
525,Gigmoto,PH,2021-08-02 17:19:25,13.7796,124.39,81.12,83,91,11.12
526,Komsomolskiy,UZ,2021-08-02 17:19:25,40.4272,71.7189,83.12,32,100,2.3
527,Aranos,NA,2021-08-02 17:17:18,-24.1333,19.1167,62.06,21,0,7.52
528,Nalut,LY,2021-08-02 17:19:25,30.3333,10.85,103.32,8,0,18.59
529,Zubtsov,RU,2021-08-02 17:19:26,56.1753,34.5894,69.53,85,82,17.2
530,Leningradskiy,RU,2021-08-02 17:19:26,69.3833,178.4167,32.65,98,100,11.14
531,Prienai,LT,2021-08-02 17:19:26,54.6333,23.95,62.94,87,100,8.23
532,Nakhon Si Thammarat,TH,2021-08-02 17:19:27,8.25,100.0,83.05,81,83,6.33
533,Goderich,CA,2021-08-02 17:15:17,43.7501,-81.7165,74.03,77,8,8.05
534,Am Timan,TD,2021-08-02 17:19:27,11.0297,20.2827,73.85,93,99,6.73
535,Mandera,KE,2021-08-02 17:19:27,3.9366,41.867,82.45,49,96,19.37
536,Dole,FR,2021-08-02 17:19:28,47.0833,5.5,73.0,68,90,3.44
537,Inverell,AU,2021-08-02 17:17:50,-29.7833,151.1167,58.1,94,100,3.0
538,Kysyl-Syr,RU,2021-08-02 17:19:28,63.8986,122.7617,61.65,42,48,6.4
539,Aykhal,RU,2021-08-02 17:19:29,66.0,111.5,65.21,47,100,10.2
540,Terenos,BR,2021-08-02 17:19:29,-20.4422,-54.8603,80.31,34,0,6.91
541,Mattru,SL,2021-08-02 17:19:29,7.6244,-11.8332,82.83,57,91,7.05
542,Kupang,ID,2021-08-02 17:19:30,-10.1667,123.5833,76.26,87,95,9.48
543,Svetogorsk,RU,2021-08-02 17:19:30,61.1121,28.8632,63.25,78,100,1.86
544,Champerico,GT,2021-08-02 17:19:30,14.3,-91.9167,93.76,71,90,4.65
545,Galesong,ID,2021-08-02 17:19:30,-5.3166,119.3661,73.42,79,12,6.33
546,Simbahan,PH,2021-08-02 17:19:31,6.3032,120.5836,81.95,77,81,3.2
547,South Lake Tahoe,US,2021-08-02 17:16:13,38.9332,-119.9844,81.82,42,1,4.61
548,Americo Brasiliense,BR,2021-08-02 17:19:31,-21.7244,-48.1017,78.76,32,9,3.98
549,Bitung,ID,2021-08-02 17:19:31,1.4451,125.1824,76.05,86,78,10.76
550,Esil,KZ,2021-08-02 17:19:32,51.9556,66.4042,74.89,46,68,7.02
551,Namibe,AO,2021-08-02 17:19:32,-15.1961,12.1522,69.51,86,0,8.59
552,Turki,RU,2021-08-02 17:19:32,51.987,43.2731,79.21,48,18,7.94
553,Rocky Mountain House,CA,2021-08-02 17:19:33,52.3668,-114.9188,69.55,88,100,5.75
554,Apartado,CO,2021-08-02 17:19:33,7.883,-76.6259,85.46,69,100,2.01
