City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
409,Xai-Xai,MZ,-25.0519,33.6442,72.59,69,54,13.2
410,Bud,US,39.447,-86.1758,69.78,90,77,5.19
411,Herbrechtingen,DE,48.6217,10.176,67.17,83,100,6.24
412,Ahipara,NZ,-35.1667,173.1667,54.93,82,48,10.09
413,Halifax,CA,44.6453,-63.5724,69.42,88,26,3.44
414,Lupiro,TZ,-8.3833,36.6667,84.49,37,70,1.57
415,Nelson Bay,AU,-32.7167,152.15,57.0,62,0,11.45
416,Taoudenni,ML,22.6783,-3.9836,112.89,11,32,17.13
417,Qandala,SO,11.472,49.8728,91.09,50,70,4.85
418,Seoul,KR,37.5683,126.9778,83.59,69,0,6.91
419,Mecca,SA,21.4267,39.8261,107.87,16,7,14.41
420,West Bay,KY,19.3667,-81.4167,82.0,88,20,1.01
421,Juneau,US,58.3019,-134.4197,57.85,97,75,0.0
422,Oria,ES,43.2554,-2.0187,76.53,71,52,8.99
423,Okha,RU,53.5739,142.9478,52.23,83,24,11.61
424,Namibe,AO,-15.1961,12.1522,77.63,65,75,12.66
425,Kawalu,ID,-7.3817,108.2082,74.57,91,77,1.54
426,Zelenogorskiy,RU,55.0333,87.0,73.92,93,100,3.6
427,Ekhabi,RU,53.5102,142.9671,51.64,83,31,11.5
428,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,33,0,32.21
429,Karaton,ID,-6.3424,106.1045,82.56,90,33,2.35
430,Iqaluit,CA,63.7506,-68.5145,42.53,87,90,10.36
431,Lugovoy,KZ,42.9472,72.7644,95.0,14,16,10.83
432,Bakani,IN,24.2833,76.2333,81.54,78,82,9.13
433,Kencong,ID,-8.2833,113.3667,78.03,88,27,1.7
434,Prior Lake,US,44.7133,-93.4227,69.91,93,90,10.0
435,Busayra,JO,30.7376,35.6078,91.31,12,0,11.72
436,Saint-Louis,SN,16.3333,-15.0,89.24,50,28,13.09
437,Maputo,MZ,-25.9653,32.5892,76.68,53,20,13.8
438,Takhtamygda,RU,54.1,123.5667,59.77,95,100,5.21
439,Muncar,ID,-8.4333,114.3333,77.67,89,23,7.96
440,Saint-Marc,HT,19.1082,-72.6938,80.76,76,1,4.29
441,Dudinka,RU,69.4058,86.1778,78.39,44,12,6.98
442,Harper,LR,4.375,-7.7169,81.37,64,77,9.06
443,Guaira,BR,-20.3183,-48.3106,70.36,44,82,12.46
444,Vallenar,CL,-28.5708,-70.7581,50.07,87,7,2.21
445,Dauphin,CA,51.1494,-100.0502,57.34,88,1,6.91
446,Saint-Leu,RE,-21.15,55.2833,76.03,67,39,2.66
447,Waingapu,ID,-9.6567,120.2641,76.17,73,100,11.59
448,Nabire,ID,-3.3667,135.4833,77.23,89,100,2.53
449,Cidreira,BR,-30.1811,-50.2056,61.7,83,79,11.99
450,Dicabisagan,PH,17.0818,122.4157,84.58,78,90,3.36
451,Asau,RO,46.4333,26.4,85.75,46,2,0.85
452,Guerrero Negro,MX,27.9769,-114.0611,70.93,80,0,4.21
453,Ippy,CF,6.2679,21.2247,71.22,95,100,4.79
454,Colwyn Bay,GB,53.2948,-3.7267,62.82,95,100,7.0
455,Mackay,AU,-21.15,149.2,62.04,88,40,8.05
456,Aljezur,PT,37.3191,-8.8033,73.54,61,2,14.45
457,Bela,IN,25.9333,81.9833,89.98,64,100,4.21
458,Ikalamavony,MG,-21.15,46.5833,76.73,23,0,5.48
459,Nouadhibou,MR,20.931,-17.0347,78.78,69,18,3.44
460,Madang,PG,-5.2246,145.7966,76.62,90,100,1.7
461,Karratha,AU,-20.7377,116.8463,70.03,69,9,9.53
462,Paracuru,BR,-3.41,-39.0306,82.11,52,28,18.9
463,Moyale,KE,3.5167,39.0584,78.98,41,98,14.09
464,Cariati,IT,39.4922,16.9594,100.27,56,4,10.85
465,Sola,VU,-13.8833,167.55,78.44,79,64,19.13
466,San Mateo Ixtatan,GT,15.8319,-91.4781,51.35,95,99,2.55
467,Moose Factory,CA,51.2585,-80.6094,42.8,100,40,5.75
468,Nakhon Phanom,TH,17.3333,104.4167,91.2,77,100,4.18
469,Phalombe,MW,-15.8064,35.6507,81.21,31,31,1.21
470,Lorengau,PG,-2.0226,147.2712,80.24,81,68,6.85
471,Morro Da Fumaca,BR,-28.6508,-49.21,66.15,78,66,8.68
472,Narrabri,AU,-30.3167,149.7833,44.69,76,0,0.0
473,Boddam,GB,57.4667,-1.7833,65.12,85,95,17.2
474,Zhuhai,CN,22.2769,113.5678,85.78,89,20,13.8
475,Muisne,EC,0.6,-80.0333,73.85,83,100,8.3
476,Puerto Escondido,MX,15.85,-97.0667,76.12,89,98,5.48
477,Kilosa,TZ,-6.8333,36.9833,79.5,46,87,5.75
478,Llandrindod Wells,GB,52.2416,-3.3787,59.92,92,100,11.72
479,Christchurch,NZ,-43.5333,172.6333,44.01,87,20,1.01
480,Shakiso,ET,5.75,38.9167,75.96,44,90,4.81
481,Shelburne,CA,44.0787,-80.2041,66.67,93,76,8.23
482,Langenhagen,DE,52.45,9.75,76.32,56,40,8.05
483,Salaga,GH,8.5508,-0.5188,82.36,64,93,8.99
484,Trairi,BR,-3.2778,-39.2689,83.77,47,18,17.54
485,Kaeo,NZ,-35.1,173.7833,52.32,87,46,6.85
486,Krasnoselkup,RU,65.7,82.4667,81.99,39,6,2.21
487,Pimentel,PE,-6.8367,-79.9342,62.01,84,20,1.01
488,Poum,NC,-20.2333,164.0167,70.88,62,88,13.49
489,Woodburn,US,45.1437,-122.8554,64.13,79,40,1.01
490,Tommot,RU,58.9564,126.2925,62.17,93,72,3.13
491,Alexandria,EG,31.2156,29.9553,89.56,62,40,14.97
492,Ust-Kuyga,RU,70.0167,135.6,60.91,49,5,5.82
493,Husavik,IS,66.0449,-17.3389,57.11,61,60,3.44
494,Melilla,ES,35.2937,-2.9383,93.4,35,0,18.41
495,Zhezkazgan,KZ,47.8043,67.7144,96.3,15,64,13.09
496,Barmer,IN,25.75,71.3833,94.71,38,66,17.31
497,Mandalgovi,MN,45.7625,106.2708,71.87,30,100,6.96
498,Poltsamaa,EE,58.6525,25.9706,64.38,97,100,7.36
499,Gorin,RU,51.1983,136.6669,54.03,98,100,7.56
500,The Valley,AI,18.217,-63.0578,84.09,74,20,9.22
501,Nalut,LY,30.3333,10.85,107.65,6,0,9.55
502,Batagay,RU,67.6333,134.6333,63.81,40,5,4.54
503,Alpena,US,45.0617,-83.4327,66.94,100,90,0.0
504,Abu Kamal,SY,34.4506,40.9171,107.13,15,0,18.25
505,Faanui,PF,-16.4833,-151.75,78.04,69,32,8.79
506,Tiznit,MA,29.5833,-9.5,77.56,52,52,8.59
507,Ngunguru,NZ,-35.6167,174.5,52.16,74,19,11.23
508,Buzdyak,RU,54.5833,54.55,76.24,32,72,10.6
509,Sawtell,AU,-30.3833,153.1,53.19,94,1,5.75
510,Dzhida,RU,50.6772,106.1806,62.98,82,90,4.47
511,Iquique,CL,-20.2208,-70.1431,55.44,66,29,5.64
512,Bayji,IQ,34.9311,43.487,111.81,8,45,22.03
513,Najran,SA,17.4924,44.1277,99.25,19,78,19.53
514,Beitbridge,ZW,-22.2167,30.0,84.6,19,0,13.89
515,Maridi,SS,4.9158,29.4742,87.08,48,44,3.8
516,Strelka,RU,58.0728,93.0344,77.4,58,54,1.77
517,Sitka,US,57.0531,-135.33,58.89,88,90,5.75
518,Nago,JP,26.5881,127.9761,84.63,85,100,18.16
519,Iracoubo,GF,5.4802,-53.2011,75.29,92,100,6.31
520,Samarai,PG,-10.6167,150.6667,77.07,86,96,14.65
521,Lithgow,AU,-33.4833,150.15,39.67,96,3,3.8
522,Weligama,LK,5.9667,80.4167,78.78,86,100,13.62
523,Katsuura,JP,35.1333,140.3,82.51,90,100,11.5
524,Lagoa,PT,39.05,-27.9833,68.99,70,100,14.43
525,Ocean City,US,39.2776,-74.5746,72.99,91,99,1.01
526,Zhanakorgan,KZ,43.9098,67.2495,103.55,11,7,16.6
527,Kampot,KH,10.6167,104.1833,82.45,79,99,9.6
528,Xuddur,SO,4.1213,43.8894,89.49,31,100,21.74
529,Hay River,CA,60.8156,-115.7999,58.98,94,40,3.44
530,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.8,94,40,0.69
531,Parsons,US,37.3403,-95.2611,72.82,83,0,11.07
532,Sioux Lookout,CA,50.1001,-91.917,53.98,93,40,4.61
533,Puerto Quijarro,BO,-17.7833,-57.7667,76.66,34,0,3.51
534,Sumbe,AO,-11.2061,13.8437,77.31,70,35,8.63
535,Senanga,ZM,-16.1167,23.2667,87.78,8,0,8.41
536,Sabha,LY,27.0377,14.4283,107.4,6,0,10.4
537,Neuquen,AR,-38.9516,-68.0591,40.89,87,0,0.0
538,Plettenberg Bay,ZA,-34.0527,23.3716,64.89,60,79,7.45
539,Ulaangom,MN,49.9811,92.0667,62.46,63,100,4.65
540,Wattegama,LK,6.7989,81.4808,86.92,56,100,7.9
541,Biak,ID,-0.9131,122.8766,75.09,89,100,3.78
542,Burgeo,CA,47.6167,-57.6152,63.14,98,100,11.14
543,Laguna,US,38.421,-121.4238,75.7,67,40,3.44
544,Hailey,US,43.5196,-114.3153,53.46,76,1,9.22
545,Sinnamary,GF,5.3833,-52.95,77.07,88,98,6.71
546,Dubai,AE,25.2582,55.3047,106.09,47,0,18.41
547,Kazanskaya,RU,45.4106,40.4361,98.02,28,98,10.0
548,Smithers,CA,54.7804,-127.1743,50.32,93,75,0.0
549,Nome,US,64.5011,-165.4064,46.47,87,90,14.97
550,Davydivka,UA,48.121,25.5646,74.03,37,12,5.95
551,Asfi,MA,32.2994,-9.2372,74.05,69,15,17.25
552,Varca,IN,15.2167,73.9167,81.27,78,51,10.25
553,Yar-Sale,RU,66.8333,70.8333,78.78,43,5,7.58
554,Mustafabad,PK,30.8922,73.4989,107.85,21,4,2.98
555,Taga,RO,46.95,24.05,77.49,33,6,7.58
556,Tadine,NC,-21.55,167.8833,66.27,65,100,8.32
557,Gorontalo,ID,0.5412,123.0595,76.05,90,100,5.5
558,Pacific Grove,US,36.6177,-121.9166,59.81,95,90,4.0
559,Gangakher,IN,18.95,76.75,87.15,54,98,7.23
560,Payo,ID,-3.7508,103.6372,78.37,84,53,3.22
561,Ndola,ZM,-12.9587,28.6366,83.39,16,3,5.03
562,Aswan,EG,24.0934,32.907,110.5,15,0,12.66
563,Constantine,DZ,36.365,6.6147,105.21,14,0,5.75
564,Puerto Madryn,AR,-42.7692,-65.0385,48.15,47,100,15.66
565,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.86,38,97,12.88
566,Idah,NG,7.1065,6.7342,80.92,78,100,7.23
567,Nioro,GM,13.35,-15.75,86.27,62,55,9.35
568,Ponta Delgada,PT,37.7333,-25.6667,72.32,64,20,17.27
569,Ugoofaaru,MV,5.6667,73.0,83.01,78,100,20.09
570,Yulara,AU,-25.2406,130.9889,57.04,30,0,5.75
571,San Ramon,US,37.7799,-121.978,63.59,82,1,1.01
572,Hamilton,US,39.1834,-84.5333,70.99,90,1,0.0
573,Vrsac,RS,45.1167,21.3036,85.91,32,0,3.44
574,Tambura,SS,5.6,27.4667,80.26,79,90,6.26
575,Turtas,RU,58.9417,69.1325,63.37,96,100,1.43
576,Ittiri,IT,40.5929,8.5684,94.1,19,0,8.59
577,Kaohsiung,TW,22.6163,120.3133,82.35,96,90,8.01
578,Dongfeng,CN,42.6403,125.5118,68.45,84,0,3.36
579,Pameungpeuk,ID,-7.0183,107.6039,72.79,89,52,1.1
580,Paramonga,PE,-10.6667,-77.8333,62.42,86,84,7.25
581,Luwuk,ID,-0.9516,122.7875,76.51,91,100,2.77
582,Kirakira,SB,-10.4544,161.9205,77.59,83,96,6.73
583,Noumea,NC,-22.2763,166.4572,62.58,69,99,7.4
584,Laranjeiras Do Sul,BR,-25.4078,-52.4161,62.98,65,40,7.36
585,Leeuwarden,NL,53.2014,5.8086,72.99,64,75,12.66
586,Tatarbunary,UA,45.8373,29.6142,81.36,32,98,17.09
587,Takoradi,GH,4.8845,-1.7554,82.08,66,94,12.93
588,Vanimo,PG,-2.6741,141.3028,78.1,87,100,4.09
589,Port Blair,IN,11.6667,92.75,82.6,81,100,16.24
590,Mocuba,MZ,-16.8392,36.9856,86.95,27,0,4.41
591,Yangcun,CN,39.3639,117.0603,82.38,72,17,5.46
592,Usinsk,RU,65.9939,57.5281,54.54,75,100,9.35
593,Ballarat,AU,-37.5662,143.8496,47.17,98,51,0.96
594,Manzil Salim,TN,35.8567,8.4765,107.6,7,0,17.72
595,Fergus Falls,US,46.283,-96.0776,71.58,75,40,4.0
596,Sharjah,AE,25.3573,55.4033,109.56,43,20,12.66
597,Torbay,CA,47.6666,-52.7314,73.67,83,75,26.46
598,Peleduy,RU,59.6289,112.7406,57.87,93,100,1.72
599,Roma,US,43.2128,-75.4557,73.44,93,1,0.0
600,Belyy Yar,RU,53.6039,91.3903,71.49,68,0,6.71
601,Mbandaka,CD,0.0487,18.2603,80.24,64,81,1.9
602,Desnogorsk,RU,54.1508,33.2815,77.56,58,88,9.6
603,Miri,MY,4.4148,114.0089,86.14,79,40,2.3
604,Houston,US,29.7633,-95.3633,79.03,88,1,6.91
605,Cobija,BO,-11.0267,-68.7692,70.54,53,0,0.98
606,Lavrentiya,RU,65.5833,-171.0,43.23,85,100,16.82
607,Doha,QA,25.2867,51.5333,113.31,43,4,11.5
608,Berlevag,NO,70.8578,29.0864,63.48,61,62,15.12
609,Torit,SS,4.4133,32.5678,93.22,36,16,1.36
610,Celendin,PE,-6.8703,-78.1517,37.92,81,25,1.21
611,Beloha,MG,-25.1667,45.05,79.38,32,4,10.8
612,Wanaka,NZ,-44.7,169.15,34.59,90,75,2.93
613,Inuvik,CA,68.3499,-133.7218,40.21,84,90,2.3
614,Leirvik,NO,59.7798,5.5005,70.21,59,100,16.67
615,Nelson,NZ,-41.2833,173.2833,42.3,85,7,3.0
616,Pokhara,NP,28.2333,83.9833,78.89,81,70,1.54
617,Churapcha,RU,62.0025,132.4325,63.93,43,0,11.68
618,Adrar,MR,20.5022,-10.0711,97.56,26,30,15.35
619,Emerald,AU,-23.5333,148.1667,59.14,33,0,5.75
620,Baykit,RU,61.67,96.37,74.98,40,66,7.85
621,Karczew,PL,52.0766,21.2496,75.02,64,16,12.75
622,El Dorado,US,38.7666,-120.5177,71.8,39,1,1.01
623,Brekstad,NO,63.687,9.6654,72.01,42,75,20.71
624,San Vicente,AR,-26.6167,-54.1333,67.82,52,49,6.44
625,Guaruja,BR,-23.9931,-46.2564,68.92,94,20,0.0
626,Dongtai,CN,32.8523,120.3095,76.5,88,89,6.15
627,Japura,ID,-0.3167,102.35,81.77,78,90,1.45
628,Sirpur,IN,19.4833,79.6,86.05,72,99,4.25
629,Russell,US,32.3502,-85.1999,73.0,94,51,1.81
630,Moerai,PF,-22.4333,-151.3333,74.39,70,100,4.16
631,Sandwick,GB,60.0,-1.25,60.62,94,40,16.11
632,Lima,PE,-12.0432,-77.0282,59.25,82,90,6.91
633,Atasu,KZ,48.6814,71.6433,94.19,15,57,10.69
634,Belmonte,BR,-15.8631,-38.8828,66.7,55,93,11.34
635,Tahe,CN,52.3333,124.7333,62.22,98,49,4.34
636,Dutlwe,BW,-23.9833,23.9,81.41,9,1,2.28
637,Acapulco,MX,16.8634,-99.8901,77.07,85,100,8.57
638,Ferrol,ES,43.4832,-8.2369,70.05,73,17,8.86
639,Vodnyy,RU,63.5046,53.4095,63.81,46,94,9.51
640,Planeta Rica,CO,8.4147,-75.5883,73.98,95,100,4.79
641,Ola,RU,59.5833,151.2833,55.56,73,86,3.62
642,Eyrarbakki,IS,63.863,-21.1481,60.21,80,99,8.14
643,Amga,RU,60.8953,131.9608,63.93,48,54,12.17
644,Yabrud,SY,33.9674,36.6574,94.66,13,9,14.81
645,Tilichiki,RU,60.4667,166.1,49.06,79,100,7.83
646,Mgandu,TZ,-5.95,34.1333,81.68,28,20,7.36
647,Dalbandin,PK,28.8947,64.4101,104.59,5,0,20.85
648,Malatya,TR,38.5,38.0,93.25,17,75,13.8
649,Matamoros,MX,25.5333,-103.25,70.11,76,15,0.51
650,Fare,PF,-16.7,-151.0167,77.95,69,23,7.47
651,Tupaciguara,BR,-18.5922,-48.705,61.72,50,96,15.97
652,Kiama,AU,-34.6833,150.8667,55.38,65,49,6.69
653,Odweyne,SO,9.4092,45.064,89.74,28,11,17.6
654,Galle,LK,6.0367,80.217,79.54,85,100,14.76
655,Ketchikan,US,55.3422,-131.6461,54.07,100,90,0.0
656,Aloleng,PH,16.1307,119.7824,82.13,85,100,18.07
657,Bairiki,KI,1.3292,172.9752,80.6,74,20,6.91
658,West Wendover,US,40.7391,-114.0733,60.01,48,1,3.44
659,Malpe,IN,13.35,74.7167,78.1,85,71,7.81
660,Duluth,US,46.7833,-92.1066,66.34,87,90,8.01
661,Kanye,BW,-24.9667,25.3327,77.86,9,3,0.72
662,Harnosand,SE,62.6323,17.9379,73.4,66,97,18.86
663,Monticello,US,45.3055,-93.7941,69.94,90,75,0.0
664,Redmond,US,47.674,-122.1215,65.53,72,41,1.01
665,Sept-Iles,CA,50.2001,-66.3821,63.25,90,90,1.01
666,San Lawrenz,MT,36.0553,14.204,89.01,67,0,8.86
